loyalty_id,store_id,state,upc,product_name,lot_code,purchase_date,quantity
12c80930-cbdf-45ca-8b98-84fb6639f7b2,TN-2867,TN,875113329103,"Tyson Chicken Breast, Family Pack",337807,2026-04-07,4
0dd38d82-7316-4a74-b1f3-ff53d9c90e5b,AR-8371,AR,875113329103,"Tyson Chicken Breast, Family Pack",L-5740,2026-06-21,1
1fa708f9-89e6-4f94-99df-6f73efff705b,AR-8317,AR,610163406023,Folgers Classic Roast Coffee,L-6480,2026-07-18,3
94db24a2-5548-44d8-9fe6-99e24e7a251d,FL-7059,FL,610163406023,Folgers Classic Roast Coffee,192729,2026-04-28,1
05eb847c-5d52-420f-8044-41d2773f84f1,TX-9074,TX,808049347754,Nature Valley Granola Bars,337807,2026-05-02,2
979e6280-6e79-45dd-a120-83361ac13a05,OK-1502,OK,653374520407,"Land O'Lakes Butter, 1lb",250347,2026-07-29,2
b3406a9c-004e-46f9-8320-e14b19db57c4,AL-7839,AL,653374520407,"Land O'Lakes Butter, 1lb",L-6480,2026-08-04,3
7ba6c452-0f6a-49b7-a4b0-8b4376ec8fe4,TN-2180,TN,680261188425,"Great Value 2% Milk, Gallon",406635,2026-05-31,2
60a6f438-19dd-485a-a4dc-20a3b8a4c64b,CA-7098,CA,382652812974,"Chobani Greek Yogurt, 32oz",406635,2026-05-02,2
1ad8bf2d-0a37-427c-86de-ba1c01f1eae9,AL-1729,AL,701993641404,Blue Bell Vanilla Ice Cream,250347,2026-07-03,1
07a6b487-3f3c-43e5-be4e-c14521cb8cce,FL-9407,FL,889391736613,Wonder Bread Classic White,337807,2026-07-09,4
ee0ed9a3-1867-4159-bb21-5d600cea085a,GA-2494,GA,875113329103,"Tyson Chicken Breast, Family Pack",192729,2026-05-08,2
ae555490-1118-4bb8-b161-6fc3ba7dcfe4,FL-1238,FL,889391736613,Wonder Bread Classic White,L-7111,2026-08-09,4
d2e0094f-0eaa-4984-ba9d-ad9f5753ed69,LA-3600,LA,875113329103,"Tyson Chicken Breast, Family Pack",L-6480,2026-04-05,4
e939cf8d-a1c4-4b0f-b33d-791255c660e1,MO-7281,MO,382652812974,"Chobani Greek Yogurt, 32oz",L-1324,2026-04-11,4
a082b662-fcd7-4dee-b64f-b0a1fa9c697c,TX-3869,TX,808049347754,Nature Valley Granola Bars,L-5740,2026-04-05,3
f4a82fe5-dcec-4b40-acbd-a2f645611ba4,NM-2102,NM,382652812974,"Chobani Greek Yogurt, 32oz",250347,2026-05-23,1
1821042f-c1da-4a98-a085-05aaff1f6cda,MO-6179,MO,382652812974,"Chobani Greek Yogurt, 32oz",406635,2026-07-06,4
37fab30d-6d67-4b50-8715-d2e1bc4c8c1e,CA-6228,CA,889391736613,Wonder Bread Classic White,L-5740,2026-07-27,4
cfb1e487-af9d-4da9-b095-6c1bfedccd76,TN-3943,TN,889391736613,Wonder Bread Classic White,250347,2026-05-25,3
957bf39e-82e5-4c2f-9a9a-16aefae68612,OK-1852,OK,808049347754,Nature Valley Granola Bars,L-4532,2026-07-12,2
1caacdb2-1373-4065-a2cb-579b2e3704bd,TX-8522,TX,680261188425,"Great Value 2% Milk, Gallon",192729,2026-04-20,4
e25dfad7-0632-4f7c-9674-236ef38c15fd,OK-3709,OK,653374520407,"Land O'Lakes Butter, 1lb",L-6480,2026-04-21,1
67cddfd0-f10f-44b3-b6af-d3fffd33a902,MO-8393,MO,889391736613,Wonder Bread Classic White,L-7111,2026-04-16,3
9e0ccb17-42e4-4845-93e7-314d5384b5ff,OK-7213,OK,889391736613,Wonder Bread Classic White,L-7111,2026-07-23,3
06de0559-691a-4121-afdf-f51c7f199a66,OK-2580,OK,680261188425,"Great Value 2% Milk, Gallon",406635,2026-06-24,1
8e345baa-e578-4263-adf6-6e55fec7a140,FL-7716,FL,889391736613,Wonder Bread Classic White,192729,2026-07-01,3
4f8bc03e-1063-4340-8ead-f769b8a2563b,CA-3075,CA,680261188425,"Great Value 2% Milk, Gallon",L-1324,2026-07-29,1
4d3b6568-3417-4389-ad3a-f287946db479,FL-7579,FL,875113329103,"Tyson Chicken Breast, Family Pack",L-4260,2026-04-20,1
814c1bc6-c21a-41d5-ae6b-22186209697b,MO-2949,MO,610163406023,Folgers Classic Roast Coffee,406635,2026-08-13,3
453344f5-bbd6-4571-85b6-e8e382f0d27a,MS-3729,MS,701993641404,Blue Bell Vanilla Ice Cream,250347,2026-04-03,1
855b6f90-e955-4b41-a85e-2de418389c5f,TX-3270,TX,610163406023,Folgers Classic Roast Coffee,192729,2026-07-26,2
7335525b-d72a-407f-913d-d1b776f99946,TX-7864,TX,701993641404,Blue Bell Vanilla Ice Cream,L-7111,2026-06-23,2
0e686079-06f3-46e4-8699-a27b372e0639,MS-4193,MS,382652812974,"Chobani Greek Yogurt, 32oz",L-6480,2026-05-03,2
ff2a5fb3-dead-4072-b452-1882793bde12,AL-8725,AL,808049347754,Nature Valley Granola Bars,L-7111,2026-08-08,1
cbd56a4d-67bc-41a9-ae15-f0c5e6961993,TN-6520,TN,382652812974,"Chobani Greek Yogurt, 32oz",L-4532,2026-05-10,1
83ee91d2-a489-428a-ade4-4c7730680d67,MS-2551,MS,808049347754,Nature Valley Granola Bars,L-4260,2026-05-24,4
38b2de79-67ff-45ef-be93-f41e0e9916ab,GA-4835,GA,889391736613,Wonder Bread Classic White,L-6480,2026-04-13,3
62406a0e-8eff-40f3-883a-023c8c28f7fd,MS-3551,MS,889391736613,Wonder Bread Classic White,192729,2026-07-30,2
3fcc5eec-db49-4e96-83a5-a04277905479,LA-3841,LA,701993641404,Blue Bell Vanilla Ice Cream,L-6480,2026-08-05,2
02f17763-b291-4c03-8ca9-6777a0228e28,TN-1946,TN,680261188425,"Great Value 2% Milk, Gallon",L-4260,2026-07-31,2
af96e6bb-f37c-447e-b817-7710955de047,AL-5313,AL,701993641404,Blue Bell Vanilla Ice Cream,L-1324,2026-04-07,2
f2e7f61e-82b3-44af-8c32-34247a2326d4,NM-5500,NM,610163406023,Folgers Classic Roast Coffee,L-4260,2026-08-15,1
9f5af501-5abe-4aeb-90bb-d838b86a9ac2,TN-4149,TN,653374520407,"Land O'Lakes Butter, 1lb",337807,2026-06-25,1
57fa3574-74a5-41ee-ad84-a1eef3d0fb81,TX-2895,TX,875113329103,"Tyson Chicken Breast, Family Pack",L-4532,2026-07-28,2
e9a68389-eb43-4369-8b08-027e94b88aef,OK-5812,OK,610163406023,Folgers Classic Roast Coffee,L-4532,2026-05-28,1
f8ffc42a-aa33-4c1d-9712-5079ef5f6e95,NM-6558,NM,875113329103,"Tyson Chicken Breast, Family Pack",L-7111,2026-06-25,1
eeec2f8f-efe9-4642-9145-9d65cbae0895,OK-8227,OK,701993641404,Blue Bell Vanilla Ice Cream,L-4260,2026-06-29,4
4155ed41-4246-4d11-811a-6d1886741643,OK-6674,OK,875113329103,"Tyson Chicken Breast, Family Pack",192729,2026-07-11,1
55bea140-b619-4e70-ae59-9ce591a67b65,TX-4328,TX,653374520407,"Land O'Lakes Butter, 1lb",L-5740,2026-05-16,1
e5a2cd9b-283a-43b9-92a8-9628a35d34a2,CA-8901,CA,808049347754,Nature Valley Granola Bars,L-4260,2026-04-23,3
304eb82c-474e-4205-9fd0-d599fe04e727,FL-8743,FL,808049347754,Nature Valley Granola Bars,192729,2026-06-18,2
41b96b48-9de3-4605-961f-dbaa33c30093,MS-9312,MS,653374520407,"Land O'Lakes Butter, 1lb",L-4532,2026-05-23,4
c3ee9784-2eae-4c38-9756-c3ffc01b2566,MO-7362,MO,680261188425,"Great Value 2% Milk, Gallon",337807,2026-06-20,3
e1ef14bd-58f0-44a4-a55c-1d0be7b56edc,AL-3870,AL,610163406023,Folgers Classic Roast Coffee,L-5740,2026-04-06,1
998f60cb-ee2f-48d4-98be-4e8d77463101,LA-8934,LA,875113329103,"Tyson Chicken Breast, Family Pack",337807,2026-04-03,3
9fd9f923-b3b4-473a-83c8-3b57a0c2fefc,MO-5371,MO,875113329103,"Tyson Chicken Breast, Family Pack",250347,2026-08-15,2
e5b777c4-e32f-4a48-a5a9-f4dc6eb1aad1,FL-9801,FL,680261188425,"Great Value 2% Milk, Gallon",L-6480,2026-05-27,2
8cbcfec4-01fb-48c1-aee9-5b49a7865776,LA-7444,LA,653374520407,"Land O'Lakes Butter, 1lb",406635,2026-06-15,3
5978694c-eddf-4a90-91aa-7406052ca5b5,TN-9613,TN,701993641404,Blue Bell Vanilla Ice Cream,L-1324,2026-04-16,2
e9059402-c76c-4f37-935d-6ab05a66a285,GA-2059,GA,875113329103,"Tyson Chicken Breast, Family Pack",L-6480,2026-06-30,4
48a0fbe3-a55a-4938-8446-739487a7e967,NM-3792,NM,808049347754,Nature Valley Granola Bars,192729,2026-04-27,4
47380548-8c04-4697-b096-6f9374812df4,CA-7763,CA,610163406023,Folgers Classic Roast Coffee,L-1324,2026-04-24,2
bd00bd8b-a8fb-4fb5-a4b3-986873709f83,AL-7150,AL,701993641404,Blue Bell Vanilla Ice Cream,L-6480,2026-06-03,4
a3e3a83e-77f5-446a-8d16-f5a1d5c1eaad,MS-5483,MS,382652812974,"Chobani Greek Yogurt, 32oz",406635,2026-04-02,2
4b3b9396-1082-4a9d-935e-0c4f078bfbc4,GA-8726,GA,701993641404,Blue Bell Vanilla Ice Cream,L-4532,2026-06-24,1
c85ef49b-e305-489a-9268-de3102198700,TX-8412,TX,382652812974,"Chobani Greek Yogurt, 32oz",L-7111,2026-04-04,4
8da0847d-2210-450f-802f-00f197a30120,OK-6161,OK,701993641404,Blue Bell Vanilla Ice Cream,L-1324,2026-07-08,2
66f3f854-c2d0-49b8-941e-73ef21136202,TX-6583,TX,059533434211,"Kroger Large Grade A Eggs, Dozen",P-1950,2026-07-07,4
6f70f690-719c-4c18-9c03-565fcb19fad1,OK-1713,OK,889391736613,Wonder Bread Classic White,337807,2026-04-21,2
eb3b3b33-96ca-4889-85d1-29eace26bc99,TX-8211,TX,875113329103,"Tyson Chicken Breast, Family Pack",250347,2026-04-06,3
28336a56-bda0-46fe-9c79-65f3d2b0024e,FL-7055,FL,680261188425,"Great Value 2% Milk, Gallon",L-6480,2026-07-26,4
6817e096-6f37-4d80-9406-6341ff462a92,AL-8662,AL,610163406023,Folgers Classic Roast Coffee,L-6480,2026-05-04,3
223bec49-15f3-429e-a88f-49ca4269a992,TX-3220,TX,653374520407,"Land O'Lakes Butter, 1lb",L-4532,2026-04-20,1
eaef2d56-680a-48d0-a498-239940aeccc6,TN-2164,TN,653374520407,"Land O'Lakes Butter, 1lb",L-1324,2026-06-25,2
b15b0a71-3f30-4b82-a498-b603a628dd23,OK-4381,OK,680261188425,"Great Value 2% Milk, Gallon",L-5740,2026-06-03,3
ce8b6f02-86ef-4cb8-8454-15f7c549ef46,AR-8435,AR,057642652279,"Brookshire's Large Grade A Eggs, Dozen",0840962,2026-06-12,2
2d1175ce-bd9b-4978-bfc3-727021724d50,OK-5270,OK,059533434211,"Kroger Large Grade A Eggs, Dozen",P-1950,2026-07-29,3
85718718-e8a6-4fde-80be-787a855baa49,OK-8949,OK,680261188425,"Great Value 2% Milk, Gallon",L-6480,2026-05-04,4
214676a8-dd5b-4f4c-9000-1c969b39c6b3,CA-7541,CA,701993641404,Blue Bell Vanilla Ice Cream,L-6480,2026-04-12,1
994614f9-db28-4196-ae07-135c1b513a72,AL-4413,AL,701993641404,Blue Bell Vanilla Ice Cream,L-4260,2026-05-21,1
2448ea0d-a74b-442d-93d5-e30a4b1f197e,CA-2920,CA,610163406023,Folgers Classic Roast Coffee,192729,2026-07-25,3
2c89e43d-a90e-4fb4-9dc1-995191efc4ec,CA-8067,CA,382652812974,"Chobani Greek Yogurt, 32oz",250347,2026-05-27,2
daee5d05-0a85-41c0-99b3-d7d24cd3ee9f,TX-5968,TX,653374520407,"Land O'Lakes Butter, 1lb",L-7111,2026-06-07,4
e2d14c53-8037-4617-92ca-f344dbb355fb,MO-6513,MO,701993641404,Blue Bell Vanilla Ice Cream,337807,2026-08-14,4
fe859a74-78aa-4621-9a76-f39f74e8855c,TN-3311,TN,875113329103,"Tyson Chicken Breast, Family Pack",L-4532,2026-06-14,2
5e9bd015-8dbe-4171-acaa-694b605d7361,MS-5852,MS,680261188425,"Great Value 2% Milk, Gallon",L-7111,2026-04-18,4
98aa2211-8e4c-4fa4-a8dc-03c0796288bf,MO-5888,MO,610163406023,Folgers Classic Roast Coffee,250347,2026-06-16,1
be86939f-98c6-450b-9991-64f71f6f5966,CA-8480,CA,610163406023,Folgers Classic Roast Coffee,337807,2026-04-22,2
c89304aa-583e-4042-a1b9-eefd84a02860,LA-9715,LA,382652812974,"Chobani Greek Yogurt, 32oz",337807,2026-04-16,3
7b3e2e47-7f19-496e-b4e6-8e67bb631bbd,CA-6930,CA,875113329103,"Tyson Chicken Breast, Family Pack",L-4532,2026-06-14,4
20968f5a-6ac9-4106-8372-433a195d020d,TN-4980,TN,610163406023,Folgers Classic Roast Coffee,406635,2026-07-01,3
d30adda7-5b5f-4114-af80-54d8a766295d,GA-8033,GA,610163406023,Folgers Classic Roast Coffee,406635,2026-07-27,4
efa495bd-f507-4200-8acb-6f2addd5ac98,MO-8429,MO,808049347754,Nature Valley Granola Bars,L-6480,2026-07-07,3
228974d4-f4c7-4715-a4ef-55c368deff41,TN-5102,TN,653374520407,"Land O'Lakes Butter, 1lb",L-4260,2026-07-28,1
dd836219-641a-4d6a-ac31-ac3a046b0cd0,TN-5662,TN,610163406023,Folgers Classic Roast Coffee,L-4532,2026-07-27,4
ed191058-1efc-42c8-9f90-bec2c2689585,TX-3887,TX,701993641404,Blue Bell Vanilla Ice Cream,L-4532,2026-07-18,4
fd33078e-553a-491d-a289-b17964f83d9f,TN-8806,TN,610163406023,Folgers Classic Roast Coffee,L-5740,2026-04-15,4
e92b4eca-03e4-444a-8c32-21d4d91dc962,LA-8280,LA,889391736613,Wonder Bread Classic White,L-1324,2026-04-15,3
b24ede47-5e2c-42b7-97a4-a28de7ac19cf,NM-1846,NM,889391736613,Wonder Bread Classic White,L-4532,2026-04-02,3
32be715f-6d69-485a-abb9-6d50f92afbf8,AL-6580,AL,610163406023,Folgers Classic Roast Coffee,406635,2026-05-25,2
5681110f-5c19-4107-ac33-547f9560aec7,MO-4671,MO,680261188425,"Great Value 2% Milk, Gallon",406635,2026-06-01,2
4eef5797-11da-4dfa-afe6-104831b53a7a,AR-7156,AR,610163406023,Folgers Classic Roast Coffee,L-4260,2026-07-16,4
138cd3f1-0e0d-4bb8-8f67-46125c72221f,GA-8434,GA,889391736613,Wonder Bread Classic White,250347,2026-04-15,2
eb006ed4-e3ee-4f51-90d0-2d93915e6ff1,TX-3427,TX,653374520407,"Land O'Lakes Butter, 1lb",406635,2026-04-13,4
1a9ca178-fb38-4d1e-8f8a-9a8ca8e54ea0,CA-8240,CA,680261188425,"Great Value 2% Milk, Gallon",L-6480,2026-05-07,2
1fabec43-c5b9-45f1-b1db-3977aabe014b,MS-4156,MS,808049347754,Nature Valley Granola Bars,337807,2026-04-03,2
7d02227a-3452-4147-985b-8fa31640e877,AR-3548,AR,382652812974,"Chobani Greek Yogurt, 32oz",L-1324,2026-06-28,4
22ddb6ae-4939-4552-8788-bbb1bd683f4f,AR-6349,AR,610163406023,Folgers Classic Roast Coffee,337807,2026-07-25,3
605fa8d5-9133-4b9d-8443-1c87728680a3,MS-5490,MS,875113329103,"Tyson Chicken Breast, Family Pack",L-4532,2026-04-14,3
7bf3efcd-0032-4e2e-8063-ab6c9f1563b2,FL-5153,FL,610163406023,Folgers Classic Roast Coffee,L-1324,2026-05-25,1
84dfe202-8438-4377-9b4b-47134b2f6142,FL-4509,FL,610163406023,Folgers Classic Roast Coffee,L-5740,2026-08-10,4
35d61d6b-f7d2-4e66-be2d-b64f285c2e85,NM-7721,NM,889391736613,Wonder Bread Classic White,406635,2026-08-06,1
316bac50-967e-44b7-89ee-b650dbefa819,CA-1430,CA,382652812974,"Chobani Greek Yogurt, 32oz",L-1324,2026-04-25,2
5f0c3ba3-3eec-4c68-969f-a49bfb68ee28,AL-4085,AL,889391736613,Wonder Bread Classic White,337807,2026-05-10,3
d63a65dc-a724-4d09-a725-44f50e6cf115,AR-4670,AR,808049347754,Nature Valley Granola Bars,L-6480,2026-05-12,3
69b70fd3-ff4f-44e8-9883-9122ff81b4f9,CA-7407,CA,653374520407,"Land O'Lakes Butter, 1lb",250347,2026-07-29,4
2452b716-e54c-4049-a662-302a5e770883,AL-4518,AL,680261188425,"Great Value 2% Milk, Gallon",L-7111,2026-08-08,3
18506c19-0462-4e1d-8ba8-936d4a300aa8,TN-1029,TN,875113329103,"Tyson Chicken Breast, Family Pack",337807,2026-05-11,2
50fecc04-977f-4e0b-ad26-2306ae4d6db4,AR-6031,AR,889391736613,Wonder Bread Classic White,250347,2026-07-16,1
7aa2f3f9-7be8-4ec8-978e-4298ad2f3d6b,FL-6651,FL,610163406023,Folgers Classic Roast Coffee,L-6480,2026-06-07,2
3517486f-acde-404e-85ba-8e70b2c2125a,AR-8211,AR,889391736613,Wonder Bread Classic White,192729,2026-04-05,4
2d216430-c8f8-48cc-bc13-5d5deb68dacb,CA-7843,CA,701993641404,Blue Bell Vanilla Ice Cream,L-1324,2026-06-16,2
165710a2-5790-4ee3-ae5c-002aa8c5ccd8,NM-9918,NM,889391736613,Wonder Bread Classic White,337807,2026-05-28,3
f07b8501-af6f-45a5-ad33-e81a0063b81a,MO-6734,MO,680261188425,"Great Value 2% Milk, Gallon",L-4260,2026-04-04,3
f6c35024-e695-4145-b187-2aded5f2955a,CA-1335,CA,889391736613,Wonder Bread Classic White,337807,2026-04-11,2
0d06eaf3-5af1-4c84-84be-d9bb607f1de9,OK-3350,OK,889391736613,Wonder Bread Classic White,406635,2026-04-03,4
0f68b956-e6d0-408c-a54d-52117f9839ea,AL-4818,AL,653374520407,"Land O'Lakes Butter, 1lb",L-6480,2026-07-01,4
6b9d90d5-5079-495a-a10a-ada5c6320325,TN-2185,TN,808049347754,Nature Valley Granola Bars,L-4260,2026-05-26,1
0a9cf8c7-49a1-414d-bcf7-83f04b1dacd1,NM-8868,NM,680261188425,"Great Value 2% Milk, Gallon",192729,2026-07-18,1
89f29f1b-197c-4be1-853e-1955d934faf6,TN-9750,TN,701993641404,Blue Bell Vanilla Ice Cream,192729,2026-05-26,4
53dd1855-16b2-4e00-a603-5705fa2b18a6,LA-4434,LA,610163406023,Folgers Classic Roast Coffee,L-5740,2026-04-15,3
4f26431f-e76f-4cb8-b975-fff637cc1140,NM-2506,NM,382652812974,"Chobani Greek Yogurt, 32oz",L-4260,2026-07-09,4
035a8e8f-efc3-4035-bd65-8c9df3d5c996,AR-4993,AR,057642652279,"Brookshire's Large Grade A Eggs, Dozen",0840962,2026-06-18,4
d1640e2f-9b61-437f-a32a-6d62e1451a55,AL-1500,AL,808049347754,Nature Valley Granola Bars,250347,2026-05-11,4
eee9c948-ff8b-4edf-b1d7-b52457da2542,GA-3106,GA,701993641404,Blue Bell Vanilla Ice Cream,406635,2026-07-25,3
e6a96b35-1245-41a5-8e8d-0cac16693b9a,OK-8304,OK,382652812974,"Chobani Greek Yogurt, 32oz",L-4260,2026-04-07,3
0ce2e789-b4df-4628-87ef-36a04fda1f85,FL-5862,FL,889391736613,Wonder Bread Classic White,337807,2026-06-19,3
032f7047-1819-4ba8-b3a5-bf6e8c659ed7,MS-1020,MS,680261188425,"Great Value 2% Milk, Gallon",L-4532,2026-08-12,3
80a331c0-4769-4839-9333-dac1d4fe856a,MO-1847,MO,680261188425,"Great Value 2% Milk, Gallon",L-4532,2026-06-28,2
9f85569a-fd33-499f-a018-6e48cef44808,FL-6829,FL,701993641404,Blue Bell Vanilla Ice Cream,406635,2026-08-12,1
8291011d-8cc6-49dc-a312-fa386f6d1805,FL-1004,FL,382652812974,"Chobani Greek Yogurt, 32oz",L-5740,2026-07-10,3
bb7cab92-efb7-4db5-9056-3aed0bc041b9,CA-5753,CA,808049347754,Nature Valley Granola Bars,406635,2026-08-03,1
0d2d5189-ddf1-4f3d-a41c-196dd6154e85,OK-9552,OK,889391736613,Wonder Bread Classic White,L-4260,2026-05-27,3
394a295a-f6ec-425e-b510-2c7dc95b2430,AL-6457,AL,808049347754,Nature Valley Granola Bars,337807,2026-08-03,4
2ec987d7-e713-4f4e-a1a8-4211f728465c,OK-9166,OK,875113329103,"Tyson Chicken Breast, Family Pack",337807,2026-06-21,4
d00b4f0b-4217-4ead-8b6c-5a10600f5cf6,TN-3817,TN,701993641404,Blue Bell Vanilla Ice Cream,L-6480,2026-05-21,1
aa0a5fc5-0c53-4e01-ac17-83bfccdff48b,TN-5687,TN,653374520407,"Land O'Lakes Butter, 1lb",406635,2026-08-04,3
ebca655c-059c-4157-9ea1-50ab9430a5c4,CA-3581,CA,808049347754,Nature Valley Granola Bars,L-6480,2026-05-10,2
7bc32224-07fd-4c9a-9ca9-97d4ec933b39,LA-4957,LA,610163406023,Folgers Classic Roast Coffee,250347,2026-05-12,1
b6baf9ae-eb33-4744-a20d-f019f7830762,MS-2942,MS,382652812974,"Chobani Greek Yogurt, 32oz",406635,2026-05-28,1
a149602c-c1c5-4272-99f7-e235303d1a63,LA-7310,LA,808049347754,Nature Valley Granola Bars,L-4532,2026-07-24,3
e1a81e2d-bb86-406d-a54e-b481fd60ecec,AR-5482,AR,701993641404,Blue Bell Vanilla Ice Cream,L-7111,2026-05-12,1
791ce479-3a66-4c1c-a881-c9e22238ea2a,TX-1006,TX,059533434211,"Kroger Large Grade A Eggs, Dozen",P-1950,2026-06-27,3
34493563-d978-45a5-bc45-cdf0a3d67689,MO-8560,MO,701993641404,Blue Bell Vanilla Ice Cream,406635,2026-05-28,1
dbf73309-4cf5-4c4c-bcde-a13ce6c1f58e,NM-9504,NM,808049347754,Nature Valley Granola Bars,250347,2026-06-01,2
24990ef9-cde7-4a51-bf9d-d1b523224989,GA-7172,GA,875113329103,"Tyson Chicken Breast, Family Pack",L-4260,2026-04-27,4
58def83b-abba-45ee-83ce-2c4d21d951c9,FL-6770,FL,701993641404,Blue Bell Vanilla Ice Cream,337807,2026-04-24,2
c380fff7-3822-497b-9c3c-1791dec33ec9,TN-2947,TN,610163406023,Folgers Classic Roast Coffee,250347,2026-08-05,3
fc9c4594-a458-483a-93f0-8747fa3b0314,CA-8711,CA,701993641404,Blue Bell Vanilla Ice Cream,337807,2026-04-25,1
e48c932d-7395-4ff5-a810-5523f00b9bc0,OK-8584,OK,382652812974,"Chobani Greek Yogurt, 32oz",L-6480,2026-08-05,1
